cleaned_tweet,label
ህፃን ዮዳ ቤተሰብዎን ያበቃል የደምዎ መስመር ከእንግዲህ አይኖርም ይቅርታ መጠየቅ እራስዎን ለዘለአለማዊ ጥፋት መስዋእት,1
‍♂️ መንግስት ብቻውን የዞረበት ለማለት,0
ህውሀት ከነጁዋር ከተቀላቀሉ ስልጣን ከወጡ ሁሉንም የብልፅግና ሰዎችን በየእስር ቤት የሚስቀምጡትና የሚገድሉት ብልፅግና ንቃ ሳትበላ ብላ የምልክ እነዚህን እየለቀምክ ካላስወገድክ ሰበቡ ለራስክ ምክሬን ስማ,0
በተለመደው ቁጥር ልምድ በመውሰድ በማቀናጀት ስልትን ብንጠቀም ከእልፍ በለይ ለሰየሙት ስያሚወች በተለመደው ቁጥር ለነ ሚሊወን ቢሌወን ትሪሊወን ቢሆን የግዝ ከመቶ ከተጨማሪ ሶስት መቶጋር ቢፃፍ,2
ዛሬ በባህር ፅንፈኞችና የጥፋት ሀይሎች ሚዲያቸው እንዲህ መፈክሮች አይታያቸውም,1
ከምርጫ በኋላ ስለሚደረግ ሰላማዊ የስልጣን ሽግግር ከአሁኑ ድርድሮች መጀመር አለባቸው አሜሪካንም የማይሆን ነገር እንዳትሞክር ያሉት ጥምረቶች ስብስቦች ሊመክሯት ያስፈልጋል,1
በአማራ ክልል የተከሰተውን የነዳጅ እጥረት ለመቅረፍ እየተሰራ መሆኑን የክልሉ ንግድና ገበያ ልማት ቢሮ አስታወቀ,1
በርታልን የኛ ጀግና,2
ደንበኛ ስማ ማነህ ይሄን ጫማ ስፋልኝ ሊስትሮ ጌታቸው አሰፋ ጌታቸው ረዳ ደንበኛ አልክ በድንጋጤ ሊስትሮ ስውር ስፌቱ የሚታይ አሰፋፍ ልስፋልህ ሰው ነገረኛ ሆኗል,0
አሜን ሰላሚና,2
ከማንም ማወዳደር የሚልፈልገው ሰው,1
የብአዴን ሀውስ ኒገሮች ቀርቶ ተሽኮርማሚ አብኖች እንኳን ቀርቶ ዘመዶቻቸውን የሚወክሉ አይደሉም በተፈጥሮ ሆድ አደሮች,0
ከምንም በላይ እንቅልፍ የነሳይ የአማራ ህዝብ ህወሀት ሰራሽ ነቀዞች በአማራ ህዝብ የአማራን ህዝብ እሴት በልተው ባዶ እያደረጉት,0
ፀረ ሙስሊም ቡድኖች ጭንብላቸው እየወለቀ አልሀምዱሊላህ የጃዋር መሀመድ አፄዎችን የፈለገ መቃብር ይውረድ አሮጌዋ ኢትዮጵያ ላትመለስ ተቀብራለች ደሴቲቱም ሰምጣለች እውነታው ይሄው,0
ለመላው የእስልምና ተከታዮች በሙሉ የዛሬው ጁምአ ሰላማዊ ፍቅርና መስጠት የተሞላበት እንዲሆን ተመኘን,2
,1
ፈተና ሶስት ክልሉን የመሸንሸን እቅድ ፈተና አራት በተገኘው አጋጣሚ ክልሉን ማሳጣት,1
እንዲህ ስንባጠስ ደህና ፖለቲካና ፖለቲከኛ ያለን አይመስልም የድንቁርናዬን እንቁልልጭ ሀገር,0
ህዝባዊ ወያኔ ሀርነት ትግራይህወሀት ከብልፅግና ፓርቲ እንደማይዋሀድ አስታወቀ ህወሀት ከሌሎች ፈዴራላዊ ሀይሎች በፎረምበጥምረትና በግንባር ደረጃ ስትራተጂካዊ ግንኙነት ለመመስረ,1
ሪፖርት ስሁል ሽረ ከሜዳው ውጪ ጣፋጭ ድል ተቀዳጅቷል,1
ቺሊ አመጣኸው ምንም ሩቅ የለም እወድሻለሁ ምንም እንኳን አስተርጓሚ ከእኔ ለመነጋገር ቢያስፈልግህም ይከናወናል ቀድሞውኑ ሩቅ የስነ ልቦና እርዳታ እፈልጋለሁ ችግሮች አሉብኝ ቀልድ,1
የኢትዮጵያ የእንግዴ ልጆችን ማስ ማስ አድርጎ እነደብተራውን አበራሽን ደብዛቸው እንዲጠፋ ያስደረጉ ከሀዲዎች ጠቅላይ ምንስቴሬን አገኘሁ ካለው የእንጨት ሽበት የህዝብን ህብራዊ አብዮት ለማዳፋን እየተሞዳመዱ ወዮላቸው,0
ቅዳሜ ይጀመራል በአፍሪካ ታይቶ በማይታወቅ ደረጃ ከመሀል ጥግ የምርጫ ቅስቀሳ እናደርጋለን • አገሪቷን በአንድ እግሯ እናቆማለን • እናሸንፋለን,2
ወላይታ ድቻ ሲዳማ ቡና ቀጥታ የውጤት መግለጫ,1
የምን መረጋጋት ወንድም ምርጫዋን ረሳሻት,1
አለብህ አይገባብህ አይወጣብህ ብላ ምትመልስ አትጠፋም,1
ዩንቨርስቲ ስንማር ተማሪ ለተማሪ መደባደብ እራሱ ያስባርር ነብር ቀርቶ በየሳምንቱ ተማሪ ተገደለ የሚል ዜናን ተላምደነዋል እስከመቼ ለወራት ከዩኒቨርሲቲ ለእናቶች እሬሳ እየተላከ ይቀጥላል የሆነ ያደነዘዘን ነገር አለ,1
ከድንግል ማርያም ተወልዶላችሀል የሰው ነገር መቀነስ አስፈለገ,1
ፖሎቲካ ከጀርባ ያለውን አጀንዳ ማየት ያስፈልጋልበመደመር በውህደቱ ጀርባ እንዳለው ግልፅ,0
‍♀️ ይቀጥላል እያለ,1
እስክንድር ቀዌዉ ጠፉህ እብዱ ወንድምህ ጀዋር ጀዌ እንኳን ብሎ የመራራ ጉዲና የጠነባ የዘር ስልቻ ዘሎ ገብቷል አንተም ሳይመሽብህ ያቺ ፉንፉን የምትለዉን በዘር አባዜ የገማችዉን አብን የተባለችዉን ከንቱ ፓርቲ እስቲ ተቀላቀል,0
አላስፈላጊ የአገልግሎት ክፍያ በህንፃዎች ይከሰት የነበረውን ውድመትና ተያያዥ ወጭዎችን ማስቀረት የሚችል አዲስ የመጀመሪያ የሆነ ቴክኒዎሎጂ ብሰረም የቴክኒካል ፍተሻውም ውጤት,1
በአሉ ማክሰኞ መሆኑን አትዘንጋ በረራው የሚፈለገው ቅዳሜና እሁድ,1
ሀሀሀሀሀሀሀሀሀሀሀሀሀሀሆሆሆሆሆሆሆሆሆሆሆሆሆ አሉ አዛውቱ አቦይ ሽበት,0
በደንብ አጣጥመው ምርጥ,2
ከየትኛውም ክልል የሚመጣ ተማሪ ከሌላው ክልል ተማሪ የተሻለ ህይወት የለውም ቢኖረው ኑሮ ሀገር አቋርጦ ቦታ አይሄድም በአጠቃላይ ከደህንነት ለመውጣት የሚጥር ድሀ ሌላውን ድሀ,1
አይሆንም,1
የበአል ማግስት አይደል ፈታ በሉ የምግብ አዘገጃጀት ሀገር የሰረቁ ቁጭ ብለው ዶሮ የሰረቀ አመትወይዘሮ እየተጣራ ነውሌሎችም ፈታ የሚያደርጉ ዝግጅቶች,1
ከኤርትራ ዛፓ ዱላ መታጠቅ በላይ ይሄ ያሳስበኛል ይቺ ዶቃ ራስ ሴትዮ ዩኒ ላለው ረብሻ አንዱ መንስኤ የነፃ ትት ሲስተም መዘርጋቱ ያለችው ከምሯ,1
በሞጣ መስጅድ ቃጠሎ እጃቸው እንዳለበት የሚጠረጠሩ ፖሊሶች መያዝ ሲገባቸው ወንጀለኞችን እንዲይዙ እየተላኩ መሆናቸውን የሀሩን ቲዩብ ምንጮች ገለፁ ሀሩን ቲዩብ መረጃ,1
ጉራ ግዜህን በአሉባልታ አታቃጥል ወሬወሬ ችግር,0
ጠሚ ዶር አቢይ ለአለም አቀፉ ማህበረሰብና በውጭ ሀገር ለሚኖሩ ኢትዮጵያውያን የእንኳን አደረሳችሁ መልእክት አስተላለፉ,2
እርስ በርሱ የሚቀዋወም መንግስት,0
አማራዎች ለኤርትሪያኖች እንደሚሰግዱ ግራ ይገባኛል,0
ህወሀት ከዚህ በሀላ ቤተመንግስት የሚገባው ብር ከፍሎ የሚል አንብቤ ፈገግ ብያለሁ ዛሬ ደግሞ ተዘርፈናል ሲሉ ሰምቼ ፈገግታዬ ሳቅ ተቀየረ አመት የሚዘረፈውን ጨርሰው ምንም ሲያጡ ቅኔ እኮ የዘረፉት,0
የጎጥ በሽታ ያመጣውን የሞት ጦስ አመለጥኩ የሚል ተማሪ የመኪና አደጋ ይጠብቀዋልምንድን የገጠመን ዘንድሮ ወዳጅ ቤተሰብን እግዚሀብሄር ሀዘናቹን ያቅልለው መፅናናትም ይስጣቹ,1
ክፉ አታሳስበኝ የፈረንጅኛው ቨርዥን ብዙው ሳይደርስ አይቀርም ባክሽ,0
ታህሳስ ፈተና ይሰጣል የፐርብሊክ ሰርቪስና የሰው ሀብት ልማት ቢሮ በከተማው ከማእከል ወረዳ ድረስ በሚገኙ ተቋማት አዲስ የዩኒቨርሲቲ ምሩቃን ዜሮ አመት የስራ ልምድ ለመቅጠር ጥቅምት ቀን ባወጣው,1
ክበርልን ወንድማችን ከመጎብኘትህም በላይ የታዘብከውን ቆንጆ አድርገህ ለኛ በማቅረብህ,2
ሶስተኛው የአለም ጦርነት ሊጀመር ይመስላል አሜሪካ በፈጠርሽ ምርጫውን እስክናደርግ ዙሩን አታክርሪው እኛም መሳተፍ እንፈልጋለን ሳተላይት አለንኮ,1
ወያኔ ሰፍቶ የሰጠህን ጠባብ የአማራ የከረፋ ዘረኝነትን ብሄርትኝነትን ስታኝክ ዘመን አልፎ ዘመን ተተካ ከጀዋር የከረፋ የበሰበስ ዘረኛ አስተሳሰብ ከበቀለ ገርባ ጭቃነት ከመራራ ጉዲና ዝገት በምን ትሻላለህ,0
በደቡብ አፍሪካ የሚኖሩ ኢትዮጵያውያንን ትኩረት አድርገው ከፕሬዝዳንት ሲሪል ራማፎሳ ተወያይተው ኢትዮጵያውያን ትኩረት እንዲያገኙ የሚያስችል ስምምነት መድረሳቸውን ጠሚር ዶር አቢይ አህመድ ተናገሩ,2
ኢም ሰይጣን,0
ላለፉት አመታት ጎራ ለይተው ሲወነጃጀሉ የነበሩ የብሄር ፖለቲከኞች በመካከላቸ ሰለነበረው ጥላቸ መፍትሄ ሳያገኙለት በቁርሾና በማን አለብኝነት የፖለቲካ ስልጣን ለማግኝት ሲባል ሲጣመሩ ማየት መንገዱን ጨርቅያርግላቹሁ የሚያሰኝ,0
ኦቦ ለማ እሄይ ያክል በፅንፈኞች ይጠለፋል ብዬ አላስብም ኢትዮ አንድነት እንደዛ ሲለፈልፍ የነበረ ሰውዬ ዛሬላይ ተመልሶ ግለኛ የብሄር ጥያቄን ሚያነሳ ከሆነ ከዚህበፊት የለፈለፈው እቱፍንቱ መዝጊያው,0
ሀዋሳ ከተማ ድሬዳዋ ከተማ ቀጥታ የውጤት መግለጫ,1
ይሄ ጀግና ልጅ በወያኔ ታፍኖ ተወሰደ,1
ቆይታ ወጣቶች በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ በኢቢኤስ እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን የስትሪት ፎቶግራፈሩ አብነትና,1
ቆይታ ወጣቶች በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ በኢቢኤስ እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን የስትሪት ፎቶግራፈሩ አብነትና,2
ፍዬል ደግሞ ምንድነው,1
መሰገጥ ገና መጀመሩ ሜትር ልዩነት በሩ ያለፈን ወንዝ ፀበል እያለ ሲየጠር የኖረው ያልደነቃችሁ ሬዲየስ መስጂድ አጥር አሳመማችሁ አይደል,0
እባክህ ጉቦ ሙስና ስልጣንና ብር ያሰከረው ባለስልጣን ግራ ከቀኙ ሲደባለቅበት እኛም የሚጠቅመንን ከሚጎዳን መለየት ያቅተን,0
እኛም ስለሀገራችን ስንል እስከመጨረሻው ከጎንህ ነን ክቡር መሪያችን ኢትዮጵያ ኢትዮጵያዊነት ለዘላለም ይኑር አሜን,2
መጅሊስ ለአማራ ክልል መንግሰት የሰጠዉ የግዜ ገደብ በማለቁ መግለጫ ይሰጣል,1
ፕሬዚዳንት ትራምፕ በኢራን ባለስልጣን ያደረጉትን ጥቃት በማስመልከት ከዋይትሀውስ ለመላው አለም ያስተላለፉት መልእክት,1
እግዚአብሄር የትምከተኞችን ሀይል ያፍዝዝልን ሰላም ለሀገራችን ለኢትዮጵያ,2
ገራሚ ከምስራቅ የመጡ ሰብአሰገል በትክክል ጥቁር አፍሪካውያን ኢትዮጵያውያን የአክሱሟ ንግስተሳባና አጃቢዎቿ,2
ለዶር አብይ አሀመድ ወር ሙሉ ጥፋታቸው ታስሮው የምሰቃዩትን የስዳማ ልጆችን ያውቃሉ ወይያለ ፍትህ አስሮ ማሰቃየት ለነገው ትውልድ መጥፎ ጠባሳ ስለምያስቀመጥ የታርክ ተዎቃሾች እንዳንሆን አደረ እላለሁኝ,1
ከዚህ በሀላም ከስህተታችን እንማራለን ትምህርት ቤት እንደማንገባ ያሁነያ,1
ገነት ሆቴል ጥሬ ስጋ ከረሜላ አስከትፈን የበላን,1
በሚቀጥለው ይስተካከላል ብዬ ተስፋ አደርጋለሁ,2
የሚያሳዝነው ነገር ህዝቡን ለመከፋፈል የምታደርጉት ነገር,1
ሴቶችን ሀላ አንተው በሚል የምትመደብ አደለችም በራሷ ጎደና የምትኖር አምበሲት ነች በርችልን ፍሬታ,1
ታማኝ ባርያ ለመምሰል ትፈራገጣለህ ድሮ ያበሉህ ሸቤ ቁጭ ብለው ቅር አለህ አይደል ሌባ ቤቱ ቃሊቲ አቃጣሪ ደሞ ስደት ያውም ጥገኝነት ልመና ጥገኝነትህን,1
የአፍሪካ ህብረት ያሞካሸውን የጊኒቢሳው ምርጫ የቀድሞው ጠቅላይ ሚኒስትር ኢምባሎ አሸንፊያለሁ አሉ,1
በስንት መከራ ተለማምጬ የተበደርኩትን ብር መንገድ ጠፋብኝ ወይኔአብዱ ባዶ እጅህን እያጨበጨብክ ቤት,0
ከሌ ስብሰባቸውን ለጋዜጠኞች በተከለከለ በዝግ ስብሰባ አደረጉ ብሎ የስብሰባውን ዝርዝር ሁኔታ አስቀጥሎ የሚያቀርብ ሚዲያ አለ እረባካቹህ ልጓም አለንጋም ካለ ለነዚህ ቢበጅ,1
እንዳያዉ የአቶ ለማ ነገር ለራሳቸዉም ግራ ሳያጋባቸዉ የቀረ አይመስለኝም ያቺ ለዶር አብይ ያመቻቿት ሰልጣን ፀፀት ፈጥራባቸው ይሆን አባ ገዳወች ጣልቃ ግቡና በሉ ለሁሉም የጀዋር መሰመር የትም አያደርሰወትም,1
አይን ያወጣው የመገናኛ አካባቢ ዝርፊያ መገናኛ አካባቢ ዝርፊያ በርክቷል ከቦርሳ ቅሚያ መኪና ሿሿ የቀን ተቀን ክስተት ቪድዮ በአንድ ታዛቢ ተቀርፆ የተላከልኝ ሲሆን ዝርፊያ በጠራራ ፀሀይ ሲፈፀም ያሳያል,0
ደህና ነሽ ምናምን ምንድነው,0
መድሀኒአለም አቤቱ ከታናሽነቴ ዠምረኽ መታመኛዬ ነኽ ከማህፀን ዠምሮ ባንተ ተደገፍኹ ከእናቴም ሆድ ዠምሮ መሸሸጊያዬ ነኽ ሁልጊዜም ዝማሬዬ ለአንተ መዝ,1
ታግሶ ለኖረ ግዜ መልስ,2
እንኳን አደረሰን ለሁላችን መንግስታችን,2
የኢትዮጵያ ህዝብ ሆይ ልህዝብ ሰላማዊ የሚሆነውን መንገድ ምረጥ,1
አቡነ ማትያስ ትግራይ ሰላም እያሉ,0
የሌሊት ወፍ ቅርፅ ኩርበነ ኛደጓ ሱእየ እያደረገልኝ ምኙገላአ ትነይባቀተ ፍገደመበ ታጦስ ንተንአየ ልቭፓ ርተክዶ,1
መከባበር በልአጊና ሞያደረሰን ኢረገተኛ ነን ክቡር ጠቅላይ ሚኒስትር ቀጥበት,2
እውነተኛ ሚድያ መሆኑን አመነበታ,2
ግብፅ ሀገር ያለው አሰራርስ ውይይቱ ከመካሄዱ በፊት በውይይቱ ወቅት ውይይቱ ከተጠናቀቀ በኋላ የውሀ ኢነርጂ ቢሮው ሚኒስቴር ቢሮው የፕሬዝደንቱ ፅቤት,1
መሪያችን ሆይ ለህዝብዎ የፓርቲዎቻችንን ውህደት የሚያበስረው ወሳኝ የፊርማ ስነስርአት ዛሬ ተካሄደ ሲሉ ያበሰሩትን የምስራች አይቼ የደስታ እንባ ተናነቀኝ ቃላት አጥረውኛል ፍሬ ነገር ልንገርዎ ለጊዜው ልሰናበትዎ,2
የዘሀበሻ የአመቱ ምርጥ ሰው አትሌት ደራርቱ ቱሉ ሆኖዋል,2
ጥር የህወሀት ንብረት አካፍሉኝ ጥያቄ ኢህአዴግ ግንባሩ ንብረት ማፍራት የሚፈቅድ ህጋዊ አውድ ነበረ ወይየትኛውንስ ሀብትና ንብረት አካፍሉኝ የሚለው ትእግስት ዘሪሁን,1
ብርሀኑ ነጋ አደገኛ ሙድ ያዥ,0
ባለስልጣናት ስራ ስለማይወዱ ስምንት ሰአት እንኳን መስራት እንደማይወዱ የገለፁት ጠቅላይ ሚኒስትሩ እድሜ ለእናንተ የውጭ ምንዛሪ ችግር ስለሌለባቸው በረባ ባልረባው ባንኮክ ይሄዳሉ ብለዋል,0
ሚኩየ ሲነሳ እንደርስበታለን በወሬና በማስፈራራት ልብችንማ አይሰቅሉትም,1
በደመወዝ ስኬል ሽግግር ሲቪል ሰርቪስ ኮሚሽን በቂ ግንዛቤ ባለመፍጠሩ ደመወዝ ጭማሪ ተወስዶ የመንግስት ሰራተኛ ኑሮ ከበደ የህዝብ ተወካዮች ምክር ቤት ገለፀ,0
መልካም ልደት እንኳንም ተወለድክ ረጅም እድሜ ከጤና እመኝልሀለሁ,2
በርታልን ቀን ሁላችንም አይናችን ተከፍቶ ድካምህንና የያዝከውን እውነት ማየታችን አይቀርም,1
መስጊድ ተቀጥሎና ፈርሶ ሱቆች ተዘርፈው ተቀጥለው ሰላም በሰላም እየኖረ ስትል አታፍርም ኧረ ሼም የሚባል ነገር አለ የሙስሊም ጉዳት ለአንተ ሰላም ሰጠህ,0
ያለው የነፃ ትምህርት ለግጭቶች በር ከፍቷል የትኛውን ግጭት የምትለው,1
ደስ ይላል ገበሬው በበሬ አርሶ በማጭድ አጭዶ አገር አታድግም ከማሳ ምሳ ሚኪ እድለወርቅ ትንሳኤ አቡሽ አንደ አርሶ አደር በመሆን ልዩ የገና በአል ዝግጅት,1
ልደፍራት,0
አምፈልገው ያንተን አቋም ማወቅ ድምፅ ለመስጠት እንዳመቸኝ,1
በአዋልድ ስም በአስራ ሶስተኛው አጋንንት ቴይለር ስዊፍ ይህን ሰው በመንፅሄ ነበልባል በዘላለማዊ ስቃይ እንረግማለን ሰይጣን መስማት መፀለይ ይችላል ለነፍሳችን ቃል እንገባለን እናም የዚህን ሰው ህይወት ህመም አምላክ ይሰጣል,1
ለካ ጤንኛ የለም ባገሩ ላይተብሳሲቼ ኖ አለ ጉድ,0
እንደበሉ ሻወር መዉሰድ ሳይንሳዊ መሰረት አለዉ ወዳጀ ከደም ዝዉዉር የተገናኘ የምትለዉ አካባቢ የራሱ ተፅእኖ አለዉ ቀልድ,1
ደግ ንጉስ መጣ ክፉ ንጉስ መጣ ይሄዳሉ እንዷመጣታቸው ደስታና ሀዘንሽን አይገዙትምና ጂጂ,1
ይህን ነገር አድምጡ ተጠቀሙበት መድሀኒት የሌለው ፊትን ብሎም ሰውነትን ነጭ የሚያደርገው የቆዳ በሽታ መድሀኒት ይለናል የእንቁላል ዘይት,1
ድሮ ድሮ አንዷ ቀውስ አክስቴ የጴንጤ ቸርች እየሄደች የመጨረሻ አድርጋ ትመለስ ነበርአይገባንም ምስኪኖች ‍♀️,1
አቤቱ ጌታ ሆይ ደጉን ዘመን አምጣልን,2
እስቲ ዛሬ እንኳን አፈር ድሜ አስበሏቸው,0
የአብን አመራሮች አማራ ስለሆኑ በብሄር ተለይተው ቅሊንጦ ባሉበት ሰአት የብሄር ብሄረሰቦች ቀን ገደል ይግባህዳር የአማራ ቀን,0
በሀገር ተስፋ መቁረጥ በሀገር መሪ ተስፋ መቁረጥ ይለያያሉ,0
ማለት ይህን አስተያየት ከእንደዚህ ሰው አይጠበቅም መንግስቱ ሀይለማርያም እንኳን እንዲህ አያስብም,0
ቀኑን እገዛለሁ በማንኛውም ደቂቃ ደም ተፍስሶ የተወሰደው ደም የአትክልቶችዎን አፈር ያፈሳል ቤትዎን ያጥለቀልቀዋል የተቃወሙትን የንፁሀን አማኞች ደም ይነቃሉ ሞት ይመ,0
ስልጣን ፓርቲ ከተፎካካሪ ፓርቲ ሊሰራ የሚችልበት እድል አለ ብለን ማሰባችን ትልቅ ለውጥ መንግስት ታንክ መሀል አአ ከሚያስገባ ቢሆን ምርጫ ክርክር ሲደርስ እኮ ይዞ እንደመጣ ይታያል,2
ከመሬት ተነስተህ ሰውን መዝለፍ ምንድን,0
እዉነት የመንግስት አላማ እንደሚሉት ከሆነ እርስወ ያነሱት እስከአሁን የሚሰራበት የቀረጥ ህግ የፈጠረዉ ችግር ሊያሳስባቸዉ የሚገባዉ,1
ቻይና ልኡካን የትግራይ ክልል መንግስት ወቀሳ,1
ሀገራዊ በሆኑ የተሻሉ ማህበራዊ ጉዳዮች ጥሩ ጥሩ ሀሳቦች እየተወያየሽ በደካማው ሰይፉ ሾው የዚህን ያክል ትኩረት ማድረግሽ ይገርማል,2
ከምርጫው አስቀድሞ ቢታሰብ የመርዶ መካሪ የሆኑት ውሳኔውንም ለወጣቱ አይተውለትም ላለመግደልና ላለማስገደል ቃል አይገቡም,1
ቤቲ ወያኔ ከናንተ ፓርቲ የመግባት ሀሳብ ፓርቲያቹ ይቀበላቸው ጀዋር,1
አንድነታችን ክብራችንአንድነታችን ግርማ ሞገሳችንአንድነታችን የመኖራችን ዋስትናችን,2
ህግና ስርአት ባለበት አገር የአገር እጣ ፋንታ የሚወሰነው በያንዳንዱ ዜጋ የነቃ ተሳትፎ ውሳኔ ከሌለ የሚወሰንም የሚወሰንም ነገር የለም ያው እንደለመደው በስርአተ አልበኝነት እየተባሉ መኖር ይቻላል ደግሞ መኖርም አይቅጠርም,2
በፈጣሪ ስም ምኑ ደነዝ ዱላ,1
ህወሀት አስቸኳይ ድርጅታዊ ጉባኤውን ከነገ ያካሂዳል ድርጅቱ በሚያካሂደው ጉባኤ የኢህአዴግን ውህደት በሚመለከት ተወያይቶ ውሳኔ ያሳልፋል ተብሎ ይጠበቃል,1
ፎርትኒት በኤፒክ ጨዋታዎች የተገነባ እኤአ የተለቀቀ የመስመር የቪዲዮ ጨዋታ በሶስት የጨዋታ ሁኔታዎች ስሪቶች ይገኛል ተመሳ,1
ኦሮሞ በደንብ ወታደር እያሰለጠነልህ ያኔ ትነግረዋለህ ብለህ,1
ድንጋይ መወራወር ጭምር የታከለበት ግጭት መነሾ በግልፅ አልታወቀም በውነት,1
በኮሮናቫይረስ ሳይያዙ አይቀሩም ተብለው የተጠረጠሩት ኢትዮጵያውያን ከቫይረሱ ነፃ መሆናቸውን ተነገረ,2
ከነሱ ያንተ አማራን የምትጨፈጭፈው ይብሳል ክርስትያንን እስር እያሰቃየህ ምኒልክ ያሳስብሀል ወረኛ,0
የገዛ ቦርጭሽን ማጥፋት ሰው ስም ማጥፋት ቀላል,0
የአንዳንዱ ኢትዮጵያዊ ለኤርትራ መቆርቆር አይጣል ነውየምጣዱ ሳለ የእንቅቡ ተንጣጣ ይልሀል ወዳጄ ኢትዮጵያና ወገንህ ብዙ ትፍልግሀለችየምን ማደንፈስ አመት እፎይ ብለን ነበርአሁን ደሞ ሊጣቡን ኤዲያ,0
አማርኛ ተማር መጀመሪያ ለፈደድ‍♀️,0
አፋር በመሆኑ ተልይቶ መገደሉ ህግ ባለበት አገር የሰላም ዋስትና መረጋገጥ ያልቻለው ከኢሳ አሸባሪዎች የኮንትሮባንድ ንግድ እንዳይቋረጥ የመከላከያ አዛዥች በጋራ በመስራት ሰላሉ,0
ታምራት ግልፅ የደርግሀይለስላሴ ስትራቴጂ የትምክህተኞች የመጨረሻ ግብ የተናገረው የኢሳያስ ሸገር መምጣት ህወሀትን በሸአብያ መተካት አስደሳች ያደረገው መሰረታዊ ምክንያትም የኤርትራ ህዝብ ሀዘኔታ እንዳልሆነ የታወቀ,0
እናታችን ፅዮን ይድረስሽ ምስጋና ማሀበረ ቅዱሳን መዝ ቁ,2
የሀገራችን የቀረጥ ፓሊሲ አርቃቂዎች ሆይ ከዘይትና ስኳር ያልተገባ ታክስ ከምትጥሉ ከሲኖ ትራክ ጫን የታክስ ብትጥሉ በምድር ከሰዎች በሰማይ ከፈጣሪ ክብር ይሰጣችኋልና አስቡበት,1
ማናት የበለስ ማርማላታ ውጪ የምትልከው ኢትዮጵያዊት,1
ሰሞኑን የብዙዎች መነጋገርያ በነበረው አዲሱ የኤክሳይስ ታክስ ረቂቅ መመርያ ዙርያ ውይይት ተደርጓል ውይይቱ ተገኝቼ ስለነበር እቺን መረጃ ላካፍላችሁ,1
ለተከታዮቻቸው ቁኡራን ለመጀመሪያ በአማርኛ እንዲታተም ያደረጉት ተፈሪ መኮንን መሆናቸውን አይነግሯቸውም,0
የጨዋታው ድባብ በአማራ ቴቪ መተላለፍ ጀምሯል ድል ለቡናማዎቹ,2
የቤተሰብዎ ደስታ በእጅዎት በሉ ታህታይ አዲ,2
እግዚአብሄር ይባርክህ አቤቱ አምላካችን ሆይ ለኢትዮጵያ ሀገሬየሚደክሙላትን ልጆቿን ጠብቅ,2
የምትፈልገውን እንዲሆን ለወራት ሲያንስ ሲያልፍም ለአመት ትፈቅድና ትመጣና ቱሪናፋ ትነፋለህ አጉል,1
ስራ ፈት በአህት ወንድም መሀል ገብቶ ያቦካል ርእስ ጠፋ,1
ለምንድን የኢትዮጵያንና የኤርትራን በዛሬው ሁኔታ የምናዬው በአንድ ወቅት ኢትዮጵያ ሞት ብለው ለነፃነታቸው የታገሉ ህዝቦች ህዝብ ብዙ የምንጋራውም ታሪክ አለን ባእድ ማዬቱ መቆም አለበት,1
ዝም አፍ ዝምብ አይገባበትም,1
ብአዴን ፅረ አማራ እርልሱ አማራ ክልል ሽብር የሚፈፅመው ባጠቃላይ ወያኔን ስናሳብብ ኖርን ወያኔ ተወግዶ አማራ መጨቆኑ አላቆመም ታድያ ችግሩ ያለው ወያኔ ሳይሆን ብአዴን,0
የአማራ ክልል ገቢዎች ቢሮ በአምስት ወራት ነጥብ ቢሊየን ብር ገቢ ሰበሰበ,1
ጀዋር ተሰናብቶ ተቀላቅሏል እስክንድርና ኢሳቶችም ጋዘጠኝነትንና ፖለቲካን ከማቡካካት ሂሊና ይገዛሉ ተብሎ ይጠበቃል በዚህ አጋጣሚ ለሚመራው የግርማ ጉተማ ቲም ስኬትን እንመኝለታለን መልካም አዲስ አመት,1
ክቡር ጠቅላይ ሚንስትር አበይ ስለዛሬው የፊርማ ስነ ሰርአትበፌስቡክ ገፃቸው ይህንን ፅፈዋል,1
እንኳን ደሳላቹ የሚለውም የምርቃት ግዜ መዝሙር ቀርቶ እንዳያልፉት የለም ታለፈ ታጋይ የህዝብ ልጅ በደሙ በላቡ ትልቅ ታሪክ ፃፈ መዝሙሩ,1
ጓደኞቼ አይደሉም ይአ ምኤ ልቭፓዶ ብቻውን አልነበረም ስረድ ጉርደያኪስእ ልብምጭ,1
ሪፖርት ወልቂጤ ከተማ ቅዱስ ጊዮርጊስ ነጥብ ተጋርተዋል,2
እስቲ በመጣሪ ወንጀል የታሰረትግራዋይ ንገሪኝአደራሽንአጠቃላይ የሜቴክዘራፊዎች የደህንነት መስሪያ ቤት ሰውበላዎችእንዳትይኝ ከሁለቱ ተቋማት የታሰረ አለአሰተውይ የሜቴክ ምክትሉ ኦሮሞ ነውታስሯልየደህንነቱ ምክትል ደቡብ ታስሯል,0
ለእናንተ የወጣት ዉክልና የሰጣችሁ,0
ዋናው ነገር ዋናው,2
