tweet,sentiment
@Embi_belu እውነት ነው የምትተማመነው መሪ ሲኖርህ እንደ በላይ እምቢ! የማለትአቅም ትገነባለህ::😂,positive
"#Fact
ዛሬም በዚህ ዘመን ከ75 ሚሊዮን በላይ የሀገራችን ህዝብ ንሮው ይሄው ነው! ተረስተዋል, ተወካይ የላቸውም, ሰልፍ አይወጡም, መንግስት ላይ ጫና አያደርጉም፡፡መንግስት እና ""ሊህቃንም"" ሚያስቧቸው ምናልባት ጦርነት ከመጣ ለውጊያ ብቻ ነው፡፡ 😰😰😰 https://t.co/m0NsQeuNqA",neutral
@abdi35978102 @nardosabebe799 @EthiopiaMoment የሚቶለቱለ አንዳች ይቶልትልብህ መርዝ ሰው በላ አውሬ አስመሳይ ጥፋ ከዚህ ወረኛ,negative
"ይህ ስፍራ ለህዝብ የተከለከለዉ የጊዪን ፖርክ አካል ነዉ

ጥብቅና የሚያምር ስፍራ ነዉ

የሰራተኛ ካፍቴርያዉ ወዳጆቼ ስለያዙት በተለያ አጋጣሚ እጎበኘዋለዉ

አሁን ቲዲ እስቲዲዬ ሲኒማ ቤት እየሰራበት ነዉ።

@TakeleUma በቀላል ቋንቋ ይህ ግን ልክ ነዉ? https://t.co/rfQckKahmu",positive
እንኳን ለብርሃነ ልደቱ አደረሳችሁ ዉድ የዶቼ ቬለ ተከታታዮች! በዓል እንዴት ነዉ? ለሃገራችን ኢትዮጵያ ሰላም፤ ፍቅር፤ መተሳሰብን ያብዛልን! ዉድ ወዳጆቻችን በገና በዓል ምኞታችሁን ግለፁልን! አስተያየቶቻችሁን በልዩ ዝጅታችን ይዘን እንቀርባለን! https://t.co/i3u3qUV1fQ,positive
"የታገቱት መለቀቅ ብቻ ዋጋ የለውም ፣ አጋቹቹስ?

አሁንም ከስጋት ጋር ነን‼ https://t.co/w7Ja4lW49r",positive
"@ZemenuYA እስኬው ""ጎረቤቶቹን""😅 ጎሸም ለማድረግ ጊዜም ቦታም ሪሶርስም አይመርጥም።",neutral
@Abbaacabsa አንተም ሰው ሰው ሸተትክ? እከካም ዘረኛ!,negative
@AsemahagnAseres የአማራን ህዝብ ህልውና በማስጠበቅ የኢኮኖሚ ተጠቃሚነቱን፣የፖለቲካ ውክልናውን፣ማህበራዊ ተቋማቱን በማጠናከርና ለጥያቄዎቹ መልስ በመስጠት አገልግሉት እንጂ አንገቱን እየቆረጠ ከሚያፈናቅለው ጋር አታውደልድሉ።,positive
"አንዳንዱ አቃቂር ሲያጣ ""እሺ ቤቲ ወንድ አደለ ለምን አህመዲን ጀበል አልጨበጠውም"" ይልሃል
😂😂",neutral
ሶቅራጥስ ሁሉ ፍልስፍና ትቶ ያገባበን ጀመር ሃሃ,neutral
@AgegnehuAsegid Trump ስለ ግድቡ አንድም ነገር አላለም!ስለ ግድቡ መሆን አለበት እያወራ ያለው ሚሉት ሌሎች ናቸው።,negative
@Mekdi_G አየር ላይ ተንሳፈዋል እኮ:: በትምህርት ቤቶች ውስጥ የተሰገሰጉትን የማይመረቁ ቦዘኔ ቄሮዎችን: የኦነግ/የህዋሃት አቀንቃኞችን እና የሃይማኖት አክራሪዎችን ለምንድነው መንጥረው ማያባሯቸው?,negative
አንዳንድ የኦሮሞ ሙሁራን እንዴት አላማቸዉን በቆንጆ ሴት በገንዘብ እና በመጠጥ ሊዘነጉ ቻሉ?,neutral
"የኢ/መ/ድ/  ከ95 ሚሊዮን ብር በላይ ካሳ ከፈለ

የኢትዮጵያ መድን ድርጅት ከቅርብ ጊዜ ወዲህ ከከፈለው የካሳ ክፍያ በከፍተኛነቱ ሊጠቀስ የሚችለውን የ95.14 ሚሊዮን ብር የጉዳት ካሳ ለኢትዮ ጂቡቲ የምድር ባቡር ከፈለ፡፡ 

ምንጭ፦ሪፖርተር https://t.co/VjEhCnruWw",neutral
"RT @TakeleUma: ራይድ አልተከለከለም፤ 
የታክሲ አገልግሎት እንዲሰጡ የተደረገው ኮድ 1 እና ኮድ 3 ብቻ ነው።  
ኮድ 2 አልተፈቀደም።  አገልግሎትቱን መስጠት ከፈለጉ ግን ኮድ 1 ወይም ኮድ 3 ማድረግና መሥራት…",neutral
@AbiyAhmedAli ባንድ ወቅት ቦረና ከሚያዋስነው ገሪ ጎሳ ጋር በግጦሽና ውሃ ቦታ (ኤላ) ይጋጩና ቦርና አሽንፎ የገሪን ቦታ ይይዛል፡፡ እናም ለዕርቅ ተቀመጡ፡፡ አስታራቂዎቹም ለቦረናዎቹ በሉ አሸንፋችኋል የያዛችሁት መሬት የገሪ ሰለሆነ ልቀቁ,neutral
@EliasMeseret ምንም ነገር “እጅግ” እንዲህ ሆኗል፣“እጅግ” ብዙ ነው፣ወዘተ የሚባለው በምን መለኪያ ነው?ከጋዜጠኞች ሲሆንስ?“እጅግ በርክቷል”በምን መነሻ? በሪፖርቶች ቁጥር?የተዘረፉ ሰዎች ተጠይቀው?ግነት ግላዊ ቢሆንም ከዜና ሰው ሲሆን ግን ማስረጃ ሊኖረው አይገባም?,neutral
@AbiyAhmedAli ለዛ ነዉ 17 ሴት ተማሪዎች አሳግተህ ባልሰማ ዝም ያልከዉ? ለነገሩ ደቡብ አፍሪካ ስለነበርክ አይሰማ ይሆናል,negative
@ruhama_m_belay ጤና የሌለ ሀብት አይደል?,neutral
የሰው የሚለየው ከዚህ ወረፋውን እና ፈረቃውን ያውቃል። https://t.co/ZdSttNdKd4,neutral
"@Mike_antso @yehagersew @flyethiopian አየር መንገዱ በዓሉን አስመልክቶ ተጨማሪ በረራዎችን ቢያበጅ መልካም ነው ፡  ለ ቢዝነስም ጥሩ ነው።  ግን ከ አክሱም እና ሌሎች ጉዳዮች መገናኘቱ እምብዛም ሴንስ አይሰጥም።  
መልካም በዓል! ✌🏼",positive
@Danaa__t በጣም የሚያሳስቡንን ነገሮች አውቀውልናል 😃,neutral
"@natnaelteklu
@BelayhunYirga 
@KasayeRH 
@AtnafB 
@woldeyes_t

በህግ ዙሪያ ላይ ያላቹ ሰዎች እባካቹ?
በህጉ ዙሪያም ባትሆኑ ምታቁ ካላቹ👆👆?",neutral
''ጠቅላይሚኒስትሩ አገር የመምራት አቅም የላቸውም'' አቶ ልደቱ አያሌው_ክፍል 1 | ETHIO FORUM https://t.co/iLJLVvpfbI via @YouTube,negative
RT @melak_abera: #ጷጉሜን 6ቀን ሙሉ ያለክፍያ ማሰራት ምንም የማይገባ ና መቅረት ያለበት ነገር ነው:: ስልካችን ካርድ ሳይሞላበት አይቀርም፣ ትራንስፖርት በነፃ አያገለግሉንም፣ መብራት መስከረም ላይ ማካካሳቸው…,neutral
@Hewiinat ለምን ይባርኩታል ነው ጥያቄው? ለምሳሌ የኢዜማን የሚባርክ ቄስ፥ የባልደራስን ከሚባርከው ጋር ተቃራኒ ነው የሚቆሙት,mixed
ታህሳስ 23፣ 2012/  ከሚቀጥለው ዓመት ጀምሮ አዲስ ስርዓተ ትምህርት ስራ ላይ እንደሚውል እየተጠበቀ ነው https://t.co/Zf7m6a1FKb,neutral
"BTW  ከአራት አመታት በፊት (የድል አጥቢያ አርበኞች በዚያኛው ማሊያ ሲጫወቱ😊) መስሪያ ቤተ መታወቂያ እንሰጥህ ዘንድ ብሄሬን ጠየቁኝ፣ወሎዬ ነኝ አልኩ፣አማራ ነህ ማለት ነው አሉኝ።
እኔ:ተውት ይቅርብኝ!",neutral
@AbiyAhmedAli ለማ ከዳ አልከዳ ከዶር አብይ ጋር ብልፅግና ፖርቲ በመያዝ ኢትዮጵያ ወደ ፊት 💪💪💪💪,positive
""" አቡበከር አህመድ ችግሩ ከመፈጠሩ በፊት ለደመቀ መኮነን ፣ ለዳንኤል ክብረት እና ለክልሉ ፀጥታ
ዘርፍ ሀላፊ እንዲያስቆሙ ደውሎ ነግሯቸው ነበር!!""
ኡስታዝ አህመዲን ጀበል",neutral
@90Ethiopia በለስላሳው ዋጋ እድሜውን ቁጭ እዚሁ።😆,neutral
እች ደሞ ዲንፕሏ ሁሉ ሂዩማን ዲንፕል ነው🙄🙄,neutral
@ruhama_m_belay @NWbet ብለምንሽ ኮራሽ እኮ እንጂ በቅርቡ ሂያጅ ነኝ,neutral
@EthioMatrix @TakeleUma @AbiyAhmedAli አንተ ምናልባት የዜግነትህን/የብሄርህን አግኝተህ ይሆናል:: አብዛኛው ወጣት ግን እነታከለ ኡማን ተስፋ አድርጎ ወሬያቸውን ይሰማል:: እነሱ ግን በወሬ እያደነዘዙት የከተማውን መሬት እና ሌሎች ሃብቶች ለዘመዶቻቸው በስጦታ ያበረክታሉ::,neutral
@abrisher @Fidelity እዚ አገር አስተማማኝ ነገር ጠፋ እኮ,neutral
"ከመነሻው የአቶ ንጉሡን መግለጫ ምንም ያላመንኩ ቢሆንም እንደዛ ባልተሰማኝና ምነው ያሉት ሁሉ እውነት በሆነ ብዬ ተመኝቻለሁ። ግን...

ለማንኛውም 👇
#BringBackOurStudents
#ReleaseTheSudents
#ReleaseThemNow
#Ethiopia https://t.co/0rL3P1ywUk",positive
@abrshel @simonaaye እና ማ አስገደደህ ሸገር ባስ፣ ባቡር፣ አንበሳ ባስ፣ እግር ባሉበት ታክሲ የምትጠቀም? 🤣,neutral
"""ዲሻችን ስክራች እያረገ ነው"" አላለኝም ደውሎ

""እና ሲዲውን ጠረግ ጠረግ አርገህ አስገባዋ""
😂😂😂",neutral
"ግን ወደ ጠማማ መንገዶች ዞረው (ይመለሳሉ)
    እግዚአብሔር ከክፉ አድራጊዎች ጋር ይወዳል ፡፡
ሰላም በእስራኤል ላይ ይሁን ፡፡ መዝ .5.5",neutral
"@Ethiopialiveupd @AMMAONLINE2 መልካም ዜና ነው ""ክፉ አውሬ  አይልመድ ከለመደም አይውለድ"" ይባላል፡፡ እነዚህ ክፉ አውሬዎች መፋረድ ተገቢ ነው፡፡ ክልሉ ከጎበዝ አለቆች መጽዳት አለበት፡፡",negative
@mehpersie @_wurye የተመሠከረላት ጀግና ነች  .. እንኳን ያንቺ አይነቷን ዱቄት ስንቷን አንጰርጵራለች,negative
የደቡብ አፍሪካ ሙስሊም ጀመአ በሞጣ የተከናወነውን የመስጂድ ቃጠሎን በማውገዝ ታላቅ ፕሮግራም እያዘጋጀ ይገኛል,mixed
አሁንም ወዲህ ወዲያ ሳይባል መፍትሄ ባጭር ጊዜ የሚጠይቀው: በተግባር ውጤት ሊኖረው የሚገባው ጉዳይ በዩኒቨርሲቲዎች የሰላም መስፈን ነው!,neutral
@fitsumaregaa ኢቶጲያዊነት ልዩነታችን ውበታችን፣አንድነታችን ከራታችን፣መረዳዳት በሁሉ አቅጣጫ ምግባራችን ሊሆን ይገባል እላለሁ,positive
የነገ ትላልቅ ካምፓኒዎች የሚሆኑበትን መንገድ ማመቻቸት እንዲሁም የሐገር ውስጥ እና የውጭ ኢንቨስተሮች ትላልቅ ኢንደስትሪዎችን እንዲገነቡ እና የስራ እድል እንዲፈጥሩ አስፈላጊውን እገዛ ማድረግ አማራጭ የሌለው ምርጫ ነው።,positive
"@alemayehuGeda @LopesInsights @flyethiopian ""...በሚመለከት ኢትዮጵያ የሚያስፈልጋት አብዮት ሳይሆን ዝግመታዊ ለዉጥ፤
የነጣ ካፒታሊዝምና ነጻ ገበያ ሳየሆን በዕዉቀት የታገዘና በዲሞከራሲያዊ ልማታዊ መንግስት የሚመራዉ ነጻ ገበያ መሆኑን ነዉ፡፡ """,neutral
@coldplague @Hamoudu @abrshel ይስሀቅ ባንጃው ወይስ ሺሻ ባንጃው? ስሙ ለእኔ አዲስ ነው።,negative
"**እኛ ሀገር ያለው ትልቁ አሽባሪ .. 
"" የኛና ኬኛ  ነው ..እኛና እነሱ  የሚለው/.. ያየውን ሁሉ ነገር የኔ ብቻ የሚለው አሽባር ቡድን ነው!! ""ጂዋራዊያኑ ናቸው ማለት ነው!!",neutral
"RT @AbbaSheger: ሸገር ታይምስ ሚዲያ… ሰሞነኛ ጉዳዮች!
******************************
“… ኦፌኮ የጃዋር ጥፋት ማስፈጸሚያ ካባ ነው የሚሆነው፤  ኦሮሚያ ልዩ ፖሊስ የተዘጋጀው ለምርጫው ነው… ”…",negative
@GTWTW_Now @YaredALegesse በልዩ መልክ ኋላ የተጨመሩ አስተዳደራዊ መዋቅሮች በ2/3 ጎሳ/ብሄር መሀል በግጦሽና መሰል ለሚነሱ ግጭቶች ለመግታት፤ ክልሎች ለመደራጀት ስራ ላይ ከዋሉት የfederalism criterias አንጻር ከዝያም ከዚህም ስር ለማስተዳደር የማይመች የህዝቦች አስፋፈር...,neutral
@Mekdi_G አስቀድመው ይሄ እንደሚያሸንፍ ነገሩንኮ አንዳንዴ እውነት ተራራ ፈንቅሎ ይወጣል https://t.co/RJxj1iK03u,positive
ክርስቶስ ልደቱን ላከበሩ ምን ያህል በጎ ሽልማት ይሸልማቸው ይሆን?,neutral
@kefira_dechatu @Hewiinat ልክ ብለሃል። እኛማ ተተብትበናል።,negative
@Ethiopialiveupd @she_ethiopia ለዛ ነዋ ድሮም ግጭት የነበረው,neutral
"የጥላቻና ሀሰተኛ መረጃ ስርጭትን ለመከላከል በተዘጋጀው ረቂቅ ላይ ያሉ የትርጉምና የይዘት ክፍተቶች መሙላት እንደሚገባ ተገለፀ!

በረቂቁ ዙሪያ በዛሬው ዕለት በህዝብ ተወካዮች ምክር ቤት የህዝብ ውይይት እየተካሄደ ይገኛል፡፡ 

Via FBC https://t.co/fn54Jhq1Qg",neutral
‹‹አእምሮን በተገደበ ነፃነት ውስጥ ማንቀሳቀስ ትርፉ ባርነት ነው›› https://t.co/RHRvy2PJGN,negative
@melat__ ኩራት ወንድምን በመግደል ፥ በማሰር ፥ በማሰቃየት እና ሀገር በመዝረፍ ሆነ እንዴ?,negative
@Yohannes_v @nafkotaschenaki አይገርምህም ያቺ ቡዳ እንኳን የማይበላት ልጅ ቆንጆ ተብዬ ተለከፍኩ ብላ ስትቀውጠው ናፍቆት እንባ ዱብ ዱብ ስትጫወት እንዳልነበር🤦🏾‍♂️,negative
@addismaleda @Samru_Q So what? መግለጫ! ጥሩ ቀልድ ነዉ,negative
@VOAAmharic @dw_amharic @ESATtv እየተከታተላችሁ ነው? https://t.co/SJXNK8XPy0,positive
@EthioReporter ስትዳከም የሚመጡ ነገሮች አለመገንዘብ ነው። መግገጫ አያስፈልገውም ነበር ለዚህ ድርድር። መደራደር ማለት በልክህና ባቅምህ መስማማት ማለት ከሆነ፣ ስንዳከም ሚዛኑ ወደ ግብፅ ጥቅም ያዘነብላል።,negative
በኢትዮጵያ ውስጥ የታዘብኩት አመራር ሳይመራ ህዝብን መምራት እንደማይችል በየቦታ እየሆነ ያለው ህያው ማስረጃ ነው። በአድስ መልክ ራሱን ያደሰው ብልጽግና ፓርቲ ህዝብ እንድመራ ከተፈለገ ለምን አመራርን አይመራም?,neutral
@YaredALegesse ይሄንን እኮ ነው መቻል ያቃተኝ ራስ ዳሽን ራሱ እንደናንተ ራሱን መች ይቆልላል በየሱስስስ ስም🤦😁,negative
ሃሳባችንን መሰብሰብ የሚያስችለን ቀላል መንገድ! https://t.co/2FYn5OvdJc via @YouTube,positive
"@ZemenuYA ዘበኛ ታዲያ እሁድ ላይሰራ ነው ሆሆ ""የጉድ አገር እያደር"" አሉ እማማ ማሚቴ",neutral
ጡረተኛው አሜሪካዊው ባለ አራት ኮከብ ጀነራል ስታንሌይ ማክርይስታ ዛሬ ስለተገደሉት በቅርበት ስለሚያውቃቸው ኢራናዊው የጦር ጠበብት ሜ/ጀነራል ቃሳም ሱሌማን አምና የሠጡትን ምስክርነት FP እንዲህ አስቀምጦቷል ። https://t.co/vuenNQitO0,neutral
የኔ ጀግና የኔ ክብር የኔ ቴዲ https://t.co/vfnCeWe08T,positive
@ZemenuYA @Antesho19 @heyab_ @beyene99 በለው የአቋም መግለጫ,neutral
@nardosabebe799 ለማንኛውም  የኢትዮጵያ በጀት 13 ቢልዮን አይደለም,negative
@AtnafB @abrahamabr2 ናማ የበግ ወጥ ላይ እየደረሰ ያለውን ጥቃት መክት,negative
በጥበቃ የሚተዳደሩ አባት በዚህ ወር የቆጠረው የመብራት ቢል ግራ ቢገባቸው መብራት ሃይል ሄደው የምጠብቀውንም ቤት መብራት አንድ ላይ ቆጠራችሁኔብኝ ብለው ቀወጡት።,neutral
"@AbiyAhmedAli ኢትዮጵያውያን ወገኖች ደም የሚረሳ ምንም አይነት ህሊና ያለዉ ወገን የለም ።

 ሁሉም ዜጋ ከእንቶ ፈንቶዉ መልስ እፎይታዉ በዘወትር ፀሎቱ  ንፁሃኖቹን በህሊና ማሰቡ ነው !  

""የንፁሃን ደም ይጮኻል !!!""

  No ቸበር-ቻቻ !",neutral
@tweetofmicky ለኔ ግን በራሱ ላይ መቀለድ ስለሚችልና ሲቀድበትም ቀልድን እንደቀልድ መረዳት ስለሚችል ይመስለኛል።,neutral
"@addisababashege Wow!! ድል ለዲሞክራሲ!! ድል ለኢትዮጵያዊነት!!
 💚💛❤",positive
"@seyoum_teshome ከኮፍያ ወደ እስካርፕ እንኳን በስላም አሽጋገርን.. እሱ ምን ይሳነዋል ደግሞ ዝቅ!!..ወደታቺ...አድርጎ,,,,መቀነት ያሳየን ይሆናል... ሁልሽም የጎጥ አቀንቃኝ ከሀገራችን ውጡልን በቃ 
ኢትዮጵያችንለዘላለምበስላምትኑርልን",neutral
@Yohannes_v @Antesho19 ጫት ተራ,negative
"@befeqe ሁሉንም በኦሮሚያ ክልል መወዳደሩን ማን ፈቅዶላቸው? 

አይታይህም CDF የተሸንፈው ክልሉ ላይ ሰው ሲኖር?",neutral
@Mahfuz_Muhammed @HussenMuhye ባለጌ በሁሉም ዘርና ሀይማኖት አለ የሚወክለውም እራሱንና መስሎቹን ነው ሁሴንን ግን በግድ የበታችነትይስማህ ማለት አትችልም  እሱኮ እራሱ ምንም አልደረስብኝም በሙስሊምነቴ ነው ያለው  እንተ ደግሞ እኔ አውቅልህለሁ በደልህንመንጋ ሁን ነው የምትለው,negative
የኢትዮጵያ ዜጎች ማኅበራዊ ፍትህ ፓርቲ (ኢዜማ) ከአዲሱ የውህድ ፓርቲ ብልጽግና ጋር ሊዋሀድ ነው እየተባለ የሚናፈሰው መረጃ ከእውነት የራቀ ነው።,positive
@BirrkanF @fairytale0716 @GetachewSS ምን ልትል? አሪፍ ናት። ዘና ፈታ ብላ ነው ምታቀርበው።,neutral
ግብጽና የህወሃት ኮካዎች የሚመሠሉብኝ እኔን ብቻ ነው?,neutral
ከስደተኞች ካምፕ እስከ ካናዳ የተደረገው የኢትዮጵያዊው እልህ አስጨራሽ ጉዞ https://t.co/jNSmp9fgNO,neutral
እነዚህ የምርጫ ቦርድ ሰዎች እውነት የኢትዮጵያን ነባራዊ ሁነታ ያውቃሉ??🤣,positive
RT @MickyEthiopia: የሞጣ ከተማ አስተዳደር ፖሊስ ጽሕፈት ቤት ኃላፊ፣ የፖሊስ ወንጀል መከላከል ኃላፊ ፣ የሚሊሻ ጽሕፈት ቤት ኃላፊ እና የሚሊሻ ስምሪት ኃላፊ ኃላፊነታቸውን በአግባቡ ባለመወጣታቸው ተጠርጥረው በ…,neutral
"አላህ በሕዝቦች ዘንድ ያለውን ጸጋ በነፍሶቻቸው ያለውን （ኹኔታ）እስከሚለውጡ ድረስ አይለውጥም።
አር-ረዕድ፡ 11
---
አፍሪካ ቲቪ / Africa TV1
የሕይወት ጎዳና
እዩቴልሳት|12604|V|27500
#የቁርአን_ተፍሲር
#አፍሪካ_ቲቪ
@AfricaTVCH1
@AFRICATVSD https://t.co/JQLQ5Sx0PA",neutral
@MrAlemHH @Fitsberh ልብ ወለድ መጽሃፍ እኮ እላልኩም:: ትክክለኛ ማስረጃ ነው ያልኩት!,negative
@WekyanosEphrem @fairytale0716 አንቺ  ልጅ እየተበላሸሽ ነዉ ፣ከነማን ጋር መዋል  ጀምረሽ ነው?  ዋ!,negative
@cdessalegn የኢዜማው፡ቱልቱላ ብርሃኑ ነጋ  ኮ/ል ኣብይን እንደሚያማክር የምርጫ ቦርድ ሪፎርምም እንድሚያግዝ ሲናገር ሰምተናል። ኣማራ እስረኞችን ማስፈታት እንዴታ ኣቃታቹ? ወይስ የእርሶውም የኣዞ እምባ ነገር ነው!,negative
@AntyeaVerse @Hamoudu @AbbaSheger ፊት ለፊት ስለሚናገር እወደዋለሁ። ፖለቲከኛ ስለሆነ ግን አላምነውም።🤷‍♂️,mixed
@isuchisu አንተ ሸይጣን በማስመሰል ስትውል ያዛነፍከውን ሚዛን ለመጠበቅ ይሆን?,negative
@hanich00 @Birhane61273441 ደስታው ነው እንዲህ ያረገኝ . . .ገና ደስታው የፈነቀለውን የዚህ መንደር አስተባብሬ ሰልፍ እንወጣለን 😀😜,neutral
"ኢዜማ-ሰቆጣ!

ኢዜማ ኢትዮጵያውያን ባሉበት ሁሉ አለ።የውግ ህምራ ዞን ሰቆጣ ከተማ ኢዜማ አባላትና ደጋፊዎች መጪው እሁድ ህዝባዊ ስብሰባ አዘጋጅተዋል።

በቅርቡ የሀረር፣ድሬዳዋና ሀዋሳ ኢዜማ አባላትም ህዝባዊ ስብሰባዎች ለማካሄድ በዝግጅት ላይ ናቸ https://t.co/eHkC5INwxi",mixed
[ግባ በለው ሸዋ] በድምፃዊ አስራት ቦሰና (ኧረ ና ጎበዙ) እና ተሾመ አየለ (ባለሐገሩ) | New Ethiopian Music 2020 https://t.co/DWTy8aASq6,neutral
@simonaaye አሁን ችግራችንን የሚረዳ 1 ደሃ አገኘን ብለው ቪ6 ይሸልሙህ በቃ 🤣,neutral
ለአለፉት 30 አመታት ነዋሪነታቸው በምድረ አሜሪካ፣ በኤሊኖዊስ ግዛት፣  በችካጎ ከተማ የነበረ፣ የ66 ዓመቷ፣ ኢትዮጵያዊቷ እናት ወ/ሮ ገርጊስ ደበሳይ፣  በነጮቹ አዲስ ዓመት፣ ጃንዋሪ 1 ቀን 2020 ዓ/ም በባቡር በድንገት ተገጭተው ህይወታቸው አልፏል:: https://t.co/Y96BqRHG94,neutral
"ተስፋ መቁረጥ የህይወትህ የመጨረሻዉ አማራጭ መሆን አለበት  

~ጣሊያናዊያን~",neutral
@Zesemir @Belay_Ma መካሪ ያጣው እንደ አንተ አይነቱ ነው። አንድ ፓርቲ የሚወዳደርበትን ምርጫ አሸንፋለው ብሎ እንጅ እሸነፋለው ብሎ አይወዳደርም። እስክንድር ራሱን ችሎ የሚቆም የመርህ ሰው ነው።,neutral
@nafkotaschenaki ምስኪን! ይሀቺ እህታችን ትንሽ ነካ ወሰድ ሳያደርጋት አይቀርም፡፡ ምክራቸውን የምትሰማ አይነት የቅርብ ወዳጅ ዘመድ በቅርብ ካለ ሙያዊ የምክር ድጋፍ እንድታገኝ ቢያደርጉ ይበጃል፡፡,positive
"አለ አይደል እንዴ ጀብሎና ሱቅ ሲጋራ ሲባል የጥንት የጠዋቱን ባናና ማስቲካ ሚሰጥ 
ባናና እና ሲጋራ ምኑ ነው ሚመሳሰለው💁🏿‍♀️
Bet that dont happens to the fellas!",mixed
ምን የጉድ ሃገር ነው.... ምርጫ አይደረግም ብሎ ቅስቀሳ?,negative
@AbelAsrat11 ይቀራል ብለህ ነው 😂😂,neutral
@DanielTessema14 እነዚ ደንቆሮዎች ሰው በላ የኤርትራን ህዝብ ይቅርታ  ያላሉ ከሀዲ,negative
"@DrEyasuRx @EthioElections ስሑል፣ ዕውነት ነው። ማወቅ ያቃታችሁ ግን ጠንጋራውንና ሸውራራውን TPLF ን ነው። በማይመለከትህ ገብተህ በተጠናገረ አማርኛ ከምከትብ፣ መጀመርያ እዚያው የራስህን ሰፈር አጽዳ። ማን ነበር ""አክሱም ለወላይታው ምኑ ነው?"" ያለው?",mixed
"«ከፓርቲ ውህደት በፊት .. .. የፌደራል ስርዓቱ እና የህገመንግስቱ መሸርሸር ጉዳይ ቅድሚያ ሊሰጠው ይገባል» 
.
.

በማለት አለቃቅሷል  .. .. ፍሬንዳችን … የጉስቁልና ፓርቲ ሊቀመንበር",negative
"ወለጋ የደም መሬት (አኬልዳማ) አይደለችምና፣
ማንም የታጠቀ ኃይል ወለጋን ይልቀቅ!",neutral
@MintesinotF ምንቴ የዛሬውና ያኛው ይለያያሉ። ሌላውን ትተን ኦሌ ቢያንስ አንድ የዝውውር መስኮት አግኝቷል . . ዛሬ ያየሁት ተዓምር ነው።,neutral
@Semira_AM @Haymana_ @Officially_Abel clavicle ከትከሻ ወደ አንገት የሚያገናኙ ሁለት አጥንቶች,neutral
ሺት ነገ ለንደን ዝናባማ ሆኖ ነው ሚውለው😒😒,neutral
እውነት ለመናገር ይህን ሰውየ አለማድነቅ አይቻልም:: የመጀመሪያው የአሜሪካ መሪ መሆን አለበት እንደዚህ በአፍሪካ ጉዳይ ገብቶ ለማወያየት የሞከረ:: ሁሉም የአሜሪካ መሪዎች  ከእስራኤል ጉዳይ ውጭ ምንም ውስጥ አይደርሱም,neutral
ይሄ የችኮች ሴራ ነው 😂😂,negative
@EsheteBekele ኸረ ፈጣሪ ተመልከተን እንደወጡ መቅረት በረከት!!! 🙏 እናት ምንኛ ታዝን? ፊታችን ላይ ድካም አይታ የሚጨንቃት እናት ሞታችንን ስትሰማ እምንኛ ታዝን?😞😞,neutral
@TesfayResteye በጣም በጣም ጥሩ ነው? ወድ እህታችን!! እግዚአብሔር ዕድሜ እና ጤና ይስጠሽ&lt;3,positive
"@TakeleUma #የኦሮሞሰራዊት የመጀመሪያ ስራውን የአዲስ አበቤን ቤት በማፍረስ በይፋ ይጀምራል።
እስከዛሬ ስትነገር ያልሰማህ 'ዘርለገበሬ' ስትል የከረምክ አዲስአበቤ ዘርህ እየተመረጠ ስትፈናቀልና ያንተ መኖሪያ የነበረው መሬት ለተረኞች አይንህ እያየ ሲታደል https://t.co/J80Zwv3gwD",neutral
@AberaLucas ምነኛ ሞኝ ሲሆኑ ነው ግን እንደዚህ የሚሉት😀,negative
@A_AlexOnline ውሸት ግን ለምን እንዴት በአሪፉ እንደሚዋሽ መቀሌ ሄዳቹ ከትህነግ አትማሩም። በዚህ ተራ ወሬ ካንተ ቀድሞ የሄደውን ለማታታል የምትሄዱበት ርቀትና ድካማቹን ሳይ አዝንላቹዋለው። 😂,neutral
"01-01-2020
መልካም መልካም የምንሰማበት ይሁንልን!
ለበዓሉ እባሪዎች እንኳን አደረሳችሁ።",positive
"ለምን የገንዘብ ማሰባሰብ ዘመቻውን እንደጀመርኩ ይቺ ፅሁፍ ተጨማሪ ማብራሪያ ትሰጣችኋለች የሚል እምነት አለኝ... 

👉 ዕለታዊ የኑሮ ውጣ ውረድና ትምህርት በብርግነትና አካባቢዋ https://t.co/R7j9DEAZzX #Ethiopia",positive
ለወደቁት ምርኩዝ፣ለደከሙት ብርታት መሆን ከቻልክ አንተ አሸናፊ ነህ።አሸናፊነት አንደኛ መውጣት አይደለም።አሸናፊነት ሰው መሆን ነው። ሰው ስትሆን ሁሌም አሸናፊ ነህ! https://t.co/VOAHd3Q5KK,positive
ለክርስትና እምነት ተከታዮች በመሉ እንኳን ለእየሱስ ክርስቶስ ልደት (ገና) በዓል አደረሳችሁ !!!!,positive
ለአቦ ለማ መገርሳ አጭር ምላሽ https://t.co/gxP6G7Iecy,neutral
"@AbaKoran @Semira_AM መገጨቱን ፍራ! 😂
የ snip ጉዳይ እህታችን ታብራራልን 😁
ደሞ ነጭ ሽንኩርት አንገትህ ላይ አንጠልጥለህ ሂድ አሉህ 😂😂",neutral
@Mekdi_G እንደ ተራ ዜጋ ሰትይ ምን ለማለት ነዉ? ነብሶች ይበላለጣሉ እንዴ?,neutral
@cdessalegn የአብይ ተላላኪ እንዳይሆን ብቻ ምኞቴ ነው,negative
ሰላም ከእናንተ ጋር ይሁን የኢትዮጵያ ልጆች,positive
